state,county_name,msa
tennessee,maury,nashville-davidson--murfreesboro--franklin
tennessee,meigs,athens
tennessee,montgomery,clarksville
tennessee,moore,tullahoma-manchester
tennessee,morgan,knoxville
tennessee,obion,union city
tennessee,overton,cookeville
tennessee,polk,cleveland
tennessee,putnam,cookeville
tennessee,roane,knoxville
tennessee,robertson,nashville-davidson--murfreesboro--franklin
tennessee,rutherford,nashville-davidson--murfreesboro--franklin
tennessee,sequatchie,chattanooga
tennessee,sevier,sevierville
tennessee,shelby,memphis
tennessee,smith,nashville-davidson--murfreesboro--franklin
tennessee,stewart,clarksville
tennessee,sullivan,kingsport-bristol
tennessee,sumner,nashville-davidson--murfreesboro--franklin
tennessee,tipton,memphis
tennessee,trousdale,nashville-davidson--murfreesboro--franklin
tennessee,unicoi,johnson city
tennessee,union,knoxville
tennessee,warren,mcminnville
tennessee,washington,johnson city
tennessee,weakley,martin
tennessee,white,cookeville
tennessee,williamson,nashville-davidson--murfreesboro--franklin
tennessee,wilson,nashville-davidson--murfreesboro--franklin
texas,anderson,palestine
texas,andrews,andrews
texas,angelina,lufkin
texas,aransas,corpus christi
texas,archer,wichita falls
texas,armstrong,amarillo
texas,atascosa,san antonio-new braunfels
texas,austin,houston-pasadena-the woodlands
texas,bandera,san antonio-new braunfels
texas,bastrop,austin-round rock-san marcos
texas,bee,beeville
texas,bell,killeen-temple
texas,bexar,san antonio-new braunfels
texas,bosque,waco
texas,bowie,texarkana
texas,brazoria,houston-pasadena-the woodlands
texas,brazos,college station-bryan
texas,brooks,alice
texas,brown,brownwood
texas,burleson,college station-bryan
texas,caldwell,austin-round rock-san marcos
texas,calhoun,port lavaca
texas,callahan,abilene
texas,cameron,brownsville-harlingen
texas,camp,mount pleasant
texas,carson,amarillo
texas,chambers,houston-pasadena-the woodlands
texas,cherokee,jacksonville
texas,clay,wichita falls
texas,cochran,lubbock
texas,collin,dallas-fort worth-arlington
texas,comal,san antonio-new braunfels
texas,cooke,gainesville
texas,coryell,killeen-temple
texas,crosby,lubbock
texas,dallas,dallas-fort worth-arlington
texas,deaf smith,hereford
texas,denton,dallas-fort worth-arlington
texas,ector,odessa
texas,ellis,dallas-fort worth-arlington
texas,el paso,el paso
texas,erath,stephenville
texas,falls,waco
texas,fannin,bonham
texas,floyd,plainview
texas,fort bend,houston-pasadena-the woodlands
texas,galveston,houston-pasadena-the woodlands
texas,garza,lubbock
texas,gillespie,fredericksburg
texas,goliad,victoria
texas,gray,pampa
texas,grayson,sherman-denison
texas,gregg,longview
texas,guadalupe,san antonio-new braunfels
texas,hale,plainview
texas,hardin,beaumont-port arthur
texas,harris,houston-pasadena-the woodlands
texas,harrison,longview
texas,hays,austin-round rock-san marcos
texas,henderson,athens
texas,hidalgo,mcallen-edinburg-mission
texas,hockley,lubbock
texas,hood,granbury
texas,hopkins,sulphur springs
texas,howard,big spring
texas,hudspeth,el paso
texas,hunt,dallas-fort worth-arlington
texas,hutchinson,borger
texas,irion,san angelo
texas,jefferson,beaumont-port arthur
texas,jim wells,alice
texas,johnson,dallas-fort worth-arlington
texas,jones,abilene
texas,kaufman,dallas-fort worth-arlington
texas,kendall,san antonio-new braunfels
texas,kerr,kerrville
texas,kleberg,kingsville
texas,lamar,paris
texas,lampasas,killeen-temple
texas,liberty,houston-pasadena-the woodlands
texas,lubbock,lubbock
texas,lynn,lubbock
texas,mclennan,waco
texas,martin,midland
texas,matagorda,bay city
texas,maverick,eagle pass
texas,medina,san antonio-new braunfels
texas,midland,midland
texas,montgomery,houston-pasadena-the woodlands
texas,moore,dumas
texas,morris,mount pleasant
texas,nacogdoches,nacogdoches
texas,navarro,corsicana
texas,nolan,sweetwater
texas,nueces,corpus christi
texas,oldham,amarillo
texas,orange,beaumont-port arthur
texas,palo pinto,mineral wells
texas,parker,dallas-fort worth-arlington
texas,potter,amarillo
texas,randall,amarillo
texas,red river,paris
texas,reeves,town of pecos
texas,roberts,pampa
texas,robertson,college station-bryan
texas,rockwall,dallas-fort worth-arlington
texas,rusk,longview
texas,san jacinto,houston-pasadena-the woodlands
texas,san patricio,corpus christi
texas,scurry,snyder
texas,smith,tyler
texas,starr,rio grande city-roma
texas,tarrant,dallas-fort worth-arlington
texas,taylor,abilene
texas,titus,mount pleasant
texas,tom green,san angelo
texas,travis,austin-round rock-san marcos
texas,upshur,longview
texas,uvalde,uvalde
texas,val verde,del rio
texas,victoria,victoria
texas,walker,huntsville
texas,waller,houston-pasadena-the woodlands
texas,washington,brenham
texas,webb,laredo
texas,wharton,el campo
texas,wichita,wichita falls
texas,wilbarger,vernon
texas,willacy,raymondville
texas,williamson,austin-round rock-san marcos
texas,wilson,san antonio-new braunfels
texas,wise,dallas-fort worth-arlington
texas,zapata,zapata
utah,box elder,brigham city
utah,cache,logan
utah,carbon,price
utah,davis,ogden
utah,iron,cedar city
utah,juab,provo-orem-lehi
utah,morgan,ogden
utah,rich,evanston
utah,salt lake,salt lake city-murray
utah,summit,heber
utah,tooele,salt lake city-murray
utah,uintah,vernal
utah,utah,provo-orem-lehi
utah,wasatch,heber
utah,washington,st. george
utah,weber,ogden
vermont,bennington,bennington
vermont,chittenden,burlington-south burlington
vermont,franklin,burlington-south burlington
vermont,grand isle,burlington-south burlington
vermont,orange,lebanon-claremont
vermont,rutland,rutland
vermont,washington,barre
vermont,windham,brattleboro
vermont,windsor,lebanon-claremont
virginia,albemarle,charlottesville
virginia,amelia,richmond
virginia,amherst,lynchburg
virginia,appomattox,lynchburg
virginia,arlington,washington-arlington-alexandria
virginia,augusta,staunton-stuarts draft
virginia,bedford,lynchburg
virginia,botetourt,roanoke
virginia,campbell,lynchburg
virginia,charles city,richmond
virginia,chesterfield,richmond
virginia,clarke,washington-arlington-alexandria
virginia,craig,roanoke
virginia,culpeper,washington-arlington-alexandria
virginia,dinwiddie,richmond
virginia,fairfax,washington-arlington-alexandria
virginia,fauquier,washington-arlington-alexandria
virginia,floyd,blacksburg-christiansburg-radford
virginia,fluvanna,charlottesville
virginia,franklin,roanoke
virginia,frederick,winchester
virginia,giles,blacksburg-christiansburg-radford
virginia,gloucester,virginia beach-chesapeake-norfolk
virginia,goochland,richmond
virginia,greene,charlottesville
virginia,hanover,richmond
virginia,henrico,richmond
virginia,henry,martinsville
virginia,isle of wight,virginia beach-chesapeake-norfolk
virginia,james city,virginia beach-chesapeake-norfolk
virginia,king and queen,richmond
virginia,king william,richmond
virginia,loudoun,washington-arlington-alexandria
virginia,mathews,virginia beach-chesapeake-norfolk
virginia,montgomery,blacksburg-christiansburg-radford
virginia,nelson,charlottesville
virginia,new kent,richmond
virginia,orange,lake of the woods
virginia,pittsylvania,danville
virginia,powhatan,richmond
virginia,prince george,richmond
virginia,prince william,washington-arlington-alexandria
virginia,pulaski,blacksburg-christiansburg-radford
virginia,rappahannock,washington-arlington-alexandria
virginia,roanoke,roanoke
virginia,rockingham,harrisonburg
virginia,scott,kingsport-bristol
virginia,spotsylvania,washington-arlington-alexandria
virginia,stafford,washington-arlington-alexandria
virginia,surry,virginia beach-chesapeake-norfolk
virginia,sussex,richmond
virginia,tazewell,bluefield
virginia,warren,washington-arlington-alexandria
virginia,washington,kingsport-bristol
virginia,york,virginia beach-chesapeake-norfolk
virginia,alexandria city,washington-arlington-alexandria
virginia,bristol city,kingsport-bristol
virginia,charlottesville city,charlottesville
virginia,chesapeake city,virginia beach-chesapeake-norfolk
virginia,colonial heights city,richmond
virginia,danville city,danville
virginia,fairfax city,washington-arlington-alexandria
virginia,falls church city,washington-arlington-alexandria
virginia,fredericksburg city,washington-arlington-alexandria
virginia,hampton city,virginia beach-chesapeake-norfolk
virginia,harrisonburg city,harrisonburg
virginia,hopewell city,richmond
virginia,lynchburg city,lynchburg
virginia,manassas city,washington-arlington-alexandria
virginia,manassas park city,washington-arlington-alexandria
virginia,martinsville city,martinsville
virginia,newport news city,virginia beach-chesapeake-norfolk
virginia,norfolk city,virginia beach-chesapeake-norfolk
virginia,petersburg city,richmond
virginia,poquoson city,virginia beach-chesapeake-norfolk
virginia,portsmouth city,virginia beach-chesapeake-norfolk
virginia,radford city,blacksburg-christiansburg-radford
virginia,richmond city,richmond
virginia,roanoke city,roanoke
virginia,salem city,roanoke
virginia,staunton city,staunton-stuarts draft
virginia,suffolk city,virginia beach-chesapeake-norfolk
virginia,virginia beach city,virginia beach-chesapeake-norfolk
virginia,waynesboro city,staunton-stuarts draft
virginia,williamsburg city,virginia beach-chesapeake-norfolk
virginia,winchester city,winchester
washington,adams,othello
washington,asotin,lewiston
washington,benton,kennewick-richland
washington,chelan,wenatchee-east wenatchee
washington,clallam,port angeles
washington,clark,portland-vancouver-hillsboro
washington,cowlitz,longview-kelso
washington,douglas,wenatchee-east wenatchee
washington,franklin,kennewick-richland
washington,grant,moses lake
washington,grays harbor,aberdeen
washington,island,oak harbor
washington,jefferson,port townsend
washington,king,seattle-tacoma-bellevue
washington,kitsap,bremerton-silverdale-port orchard
washington,kittitas,ellensburg
washington,lewis,centralia
washington,mason,shelton
washington,pierce,seattle-tacoma-bellevue
washington,skagit,mount vernon-anacortes
washington,skamania,portland-vancouver-hillsboro
washington,snohomish,seattle-tacoma-bellevue
washington,spokane,spokane-spokane valley
washington,stevens,spokane-spokane valley
washington,thurston,olympia-lacey-tumwater
washington,walla walla,walla walla
washington,whatcom,bellingham
washington,whitman,pullman
washington,yakima,yakima
west virginia,berkeley,hagerstown-martinsburg
west virginia,boone,charleston
west virginia,brooke,weirton-steubenville
west virginia,cabell,huntington-ashland
west virginia,clay,charleston
west virginia,doddridge,clarksburg
west virginia,fayette,beckley
west virginia,hampshire,winchester
west virginia,hancock,weirton-steubenville
west virginia,harrison,clarksburg
west virginia,jefferson,washington-arlington-alexandria
west virginia,kanawha,charleston
west virginia,marion,fairmont
west virginia,marshall,wheeling
west virginia,mercer,bluefield
west virginia,mineral,cumberland
west virginia,monongalia,morgantown
west virginia,morgan,hagerstown-martinsburg
west virginia,ohio,wheeling
west virginia,preston,morgantown
west virginia,putnam,huntington-ashland
west virginia,raleigh,beckley
west virginia,randolph,elkins
west virginia,taylor,clarksburg
west virginia,wayne,huntington-ashland
west virginia,wirt,parkersburg-vienna
west virginia,wood,parkersburg-vienna
wisconsin,barron,rice lake
wisconsin,brown,green bay
wisconsin,calumet,appleton
wisconsin,chippewa,eau claire
wisconsin,columbia,madison
wisconsin,dane,madison
wisconsin,dodge,beaver dam
wisconsin,douglas,duluth
wisconsin,dunn,menomonie
wisconsin,eau claire,eau claire
wisconsin,florence,iron mountain
wisconsin,fond du lac,fond du lac
wisconsin,grant,platteville
wisconsin,green,madison
wisconsin,iowa,madison
wisconsin,jefferson,watertown-fort atkinson
wisconsin,kenosha,kenosha
wisconsin,kewaunee,green bay
wisconsin,la crosse,la crosse-onalaska
wisconsin,manitowoc,manitowoc
wisconsin,marathon,wausau
wisconsin,marinette,marinette
wisconsin,menominee,shawano
wisconsin,milwaukee,milwaukee-waukesha
wisconsin,monroe,sparta
wisconsin,oconto,green bay
wisconsin,outagamie,appleton
wisconsin,ozaukee,milwaukee-waukesha
wisconsin,pierce,minneapolis-st. paul-bloomington
wisconsin,portage,stevens point-plover
wisconsin,racine,racine-mount pleasant
wisconsin,rock,janesville-beloit
wisconsin,st. croix,minneapolis-st. paul-bloomington
wisconsin,sauk,baraboo
wisconsin,shawano,shawano
wisconsin,sheboygan,sheboygan
wisconsin,vernon,la crosse-onalaska
wisconsin,walworth,whitewater-elkhorn
wisconsin,washington,milwaukee-waukesha
wisconsin,waukesha,milwaukee-waukesha
wisconsin,winnebago,oshkosh-neenah
wisconsin,wood,wisconsin rapids-marshfield
wyoming,albany,laramie
wyoming,campbell,gillette
wyoming,fremont,riverton
wyoming,laramie,cheyenne
wyoming,natrona,casper
wyoming,park,cody
wyoming,sheridan,sheridan
wyoming,sweetwater,rock springs
wyoming,teton,jackson
wyoming,uinta,evanston
puerto rico,aguada,aguadilla
puerto rico,aguadilla,aguadilla
puerto rico,aguas buenas,san juan-bayamon-caguas
puerto rico,aibonito,san juan-bayamon-caguas
puerto rico,anasco,aguadilla
puerto rico,arecibo,arecibo
puerto rico,arroyo,guayama
puerto rico,barceloneta,san juan-bayamon-caguas
puerto rico,barranquitas,san juan-bayamon-caguas
puerto rico,bayamon,san juan-bayamon-caguas
puerto rico,cabo rojo,mayaguez
puerto rico,caguas,san juan-bayamon-caguas
puerto rico,camuy,arecibo
puerto rico,canovanas,san juan-bayamon-caguas
puerto rico,carolina,san juan-bayamon-caguas
puerto rico,catano,san juan-bayamon-caguas
puerto rico,cayey,san juan-bayamon-caguas
puerto rico,ceiba,san juan-bayamon-caguas
puerto rico,ciales,san juan-bayamon-caguas
puerto rico,cidra,san juan-bayamon-caguas
puerto rico,coamo,coamo
puerto rico,comerio,san juan-bayamon-caguas
puerto rico,corozal,san juan-bayamon-caguas
puerto rico,dorado,san juan-bayamon-caguas
puerto rico,fajardo,san juan-bayamon-caguas
puerto rico,florida,san juan-bayamon-caguas
puerto rico,guayama,guayama
puerto rico,guayanilla,ponce
puerto rico,guaynabo,san juan-bayamon-caguas
puerto rico,gurabo,san juan-bayamon-caguas
puerto rico,hatillo,arecibo
puerto rico,hormigueros,mayaguez
puerto rico,humacao,san juan-bayamon-caguas
puerto rico,isabela,aguadilla
puerto rico,juana diaz,ponce
puerto rico,juncos,san juan-bayamon-caguas
puerto rico,lajas,mayaguez
puerto rico,lares,lares
puerto rico,las piedras,san juan-bayamon-caguas
puerto rico,loiza,san juan-bayamon-caguas
puerto rico,luquillo,san juan-bayamon-caguas
puerto rico,manati,san juan-bayamon-caguas
puerto rico,maunabo,san juan-bayamon-caguas
puerto rico,mayaguez,mayaguez
puerto rico,moca,aguadilla
puerto rico,morovis,san juan-bayamon-caguas
puerto rico,naguabo,san juan-bayamon-caguas
puerto rico,naranjito,san juan-bayamon-caguas
puerto rico,orocovis,san juan-bayamon-caguas
puerto rico,patillas,guayama
puerto rico,penuelas,ponce
puerto rico,ponce,ponce
puerto rico,quebradillas,arecibo
puerto rico,rincon,aguadilla
puerto rico,rio grande,san juan-bayamon-caguas
puerto rico,sabana grande,mayaguez
puerto rico,salinas,coco
puerto rico,san german,mayaguez
puerto rico,san juan,san juan-bayamon-caguas
puerto rico,san lorenzo,san juan-bayamon-caguas
puerto rico,san sebastian,aguadilla
puerto rico,santa isabel,coamo
puerto rico,toa alta,san juan-bayamon-caguas
puerto rico,toa baja,san juan-bayamon-caguas
puerto rico,trujillo alto,san juan-bayamon-caguas
puerto rico,utuado,utuado
puerto rico,vega alta,san juan-bayamon-caguas
puerto rico,vega baja,san juan-bayamon-caguas
puerto rico,villalba,ponce
puerto rico,yabucoa,san juan-bayamon-caguas
puerto rico,yauco,ponce
